id,time,latitude,longitude,depth,magnitude,place,type,julian_date,moon_ra,moon_dec,moon_distance_au,moon_altitude,A_norm,tau_raw,sigma_raw,strike1,dip1,rake1,strike2,dip2,rake2,final_cfs_optimal
usp000h2g9,2009-10-07 22:03:14.470000+00:00,-13.006,166.51,45.0,7.7,"148 km NW of Sola, Vanuatu",earthquake,2455112.4189174767,56.86155,24.24953,0.0025200165855,-12.510665246892358,0.817143263300175,0.7977407696093504,-0.1770106699042195,342.0,34.0,82.0,171.0,55.0,95.0,0.3252381714086536
usp000h2gd,2009-10-07 22:18:51.240000+00:00,-12.517,166.382,35.0,7.8,"196 km NW of Sola, Vanuatu",earthquake,2455112.429759722,57.02203,24.27476,0.00251983015253,-15.587137024836624,0.8151637137295593,0.7851843688390254,-0.2190374103029624,337.0,36.0,82.0,167.0,55.0,96.0,0.2509906267626707
usp000h2gr,2009-10-07 23:13:48.160000+00:00,-13.093,166.497,31.1,7.4,"143 km NW of Sola, Vanuatu",earthquake,2455112.4679185185,57.58748,24.36223,0.00251917644615,-27.819126503862584,0.8076691576460198,0.7143229857849162,-0.3769245815703105,144.0,38.0,63.0,356.0,56.0,109.0,0.036115543625495905
usp000h5np,2010-01-03 22:36:25.640000+00:00,-8.783,157.354,10.0,7.1,"94 km SE of Gizo, Solomon Islands",earthquake,2455200.441963426,148.3435,9.48022,0.00242256745545,-3.8211030601550853,0.9266261856489988,0.9245662870670753,-0.0617516700131677,325.0,14.0,94.0,141.0,75.0,88.0,0.7687275518224204
usp000h60h,2010-01-12 21:53:10.060000+00:00,18.443,-72.571,13.0,7.0,"10 km SE of Léogâne, Haiti",earthquake,2455209.4119219906,265.93625,-25.60109,0.00268085289276,-19.118583125481642,0.6755308385732738,0.6382704042000544,-0.2212528078597186,249.0,72.0,8.0,156.0,81.0,162.0,-0.28334836466105384
usp000h7qu,2010-02-26 20:31:26.970000+00:00,25.93,128.425,25.0,7.0,"70 km SE of Katsuren-haebaru, Japan",earthquake,2455254.355173264,133.84936,15.35894,0.00239893000617,-2.055965355814984,0.9557822028168743,0.9551669286760188,-0.03428932173574953,181.0,89.0,213.0,90.0,56.0,0.0,0.18127798516366295
official20100227063411530_30,2010-02-27 06:34:11.530000+00:00,-36.122,-72.898,22.9,8.8,"2010 Maule, Chile Earthquake",earthquake,2455254.7737445603,139.93376,13.03105,0.00239452570819,25.65521290262259,0.9854671987962746,0.8883156340313376,0.4266625531246901,17.0,13.0,108.0,178.0,76.0,85.0,1.047886225480916
usp000h7sq,2010-02-27 08:01:23.010000+00:00,-37.773,-75.048,35.0,7.4,"124 km W of Lebu, Chile",earthquake,2455254.834294097,140.80574,12.68138,0.00239406448128,12.61830322103613,0.9748086701757354,0.9512641416757327,0.21295181664338356,3.0,46.0,-102.0,200.0,46.0,-78.0,0.5994469574759203
usp000h94v,2010-03-11 14:55:27.510000+00:00,-34.326,-71.799,18.0,7.0,"52 km NW of Santa Cruz, Chile",earthquake,2455267.1218461804,306.37833,-17.86664,0.00271178116935,68.59860469287266,0.6925737231840046,0.2527197761841347,0.644818638665474,36.0,27.0,-43.0,168.0,71.0,-109.0,0.7018385999747199
ci14607652,2010-04-04 22:40:42.360000+00:00,32.2861667,-115.2953333,9.987,7.2,"The 2010 Sierra El Mayor, B.C., Mexico Earthquake",earthquake,2455291.444934722,268.45169,-24.97652,0.00263702820242,-62.69776823563707,0.6905654092277679,0.3167514196505809,-0.6136359853946443,222.0,59.0,-14.0,319.0,77.0,-147.0,-0.597871602208003
usp000hat0,2010-04-06 22:15:01.580000+00:00,2.383,97.048,31.0,7.8,"75 km E of Sinabang, Indonesia",earthquake,2455293.4271016205,294.33917,-20.99596,0.00268755737206,52.99279380041194,0.7072469062573506,0.42570284995805724,0.5647789567150865,315.0,9.0,97.0,127.0,80.0,88.0,0.7053050326060734
usp000hchk,2010-05-09 05:59:41.620000+00:00,3.748,96.018,38.0,7.2,"45 km SSW of Meulaboh, Indonesia",earthquake,2455325.7497872687,350.77627,1.19087,0.002679742666,27.232254105149927,0.702051073513175,0.6242349697585414,0.321257548318408,312.0,16.0,94.0,127.0,74.0,88.0,0.7433037865515547
usp000hd84,2010-05-27 17:14:46.570000+00:00,-13.698,166.643,31.0,7.2,"100 km WNW of Sola, Vanuatu",earthquake,2455344.2185945604,240.4348,-23.9896,0.0025665003479,22.799272946900068,0.7971533501391639,0.7348702194954928,0.3089000228823862,157.0,45.0,76.0,356.0,45.0,103.0,0.6175744505427267
usp000hdwb,2010-06-12 19:26:50.460000+00:00,7.881,91.936,35.0,7.5,"Nicobar Islands, India region",earthquake,2455360.31030625,85.6786,24.808,0.00247728247714,-53.100444322714665,0.8345902894534242,0.5010997139467015,-0.6674129365935937,219.0,58.0,31.0,111.0,63.0,143.0,-0.6119085307848331
usp000he3f,2010-06-16 03:16:27.550000+00:00,-2.174,136.543,18.0,7.0,"121 km SSE of Biak, Indonesia",earthquake,2455363.6364299767,135.59497,13.94856,0.00244723164546,41.106124150496306,0.9334928282900795,0.7033804268586087,0.6137302628852623,64.0,85.0,12.0,333.0,77.0,175.0,0.5373091396876096
usp000hfku,2010-07-18 13:34:59.360000+00:00,-5.931,150.59,35.0,7.3,"New Britain region, Papua New Guinea",earthquake,2455396.0659648147,203.6421,-15.31429,0.00251510858399,3.6709761962902325,0.8336283124705246,0.8319178570452888,0.05337454900632834,269.0,21.0,104.0,74.0,70.0,85.0,0.6964686505186752
usp000hhhx,2010-08-04 22:01:43.620000+00:00,-5.746,150.765,44.0,7.0,"72 km ESE of Kimbe, Papua New Guinea",earthquake,2455413.417865972,59.89995,23.90187,0.00255743457675,56.604760055935216,0.8238265928387968,0.45344353197118054,0.6878075445805183,247.0,20.0,76.0,81.0,69.0,94.0,0.8578379168616455
usp000hhuc,2010-08-10 05:23:44.980000+00:00,-17.541,168.069,25.0,7.3,"33 km NW of Port-Vila, Vanuatu",earthquake,2455418.7248261576,140.12521,12.22884,0.00239388365285,16.219473579148666,0.9781870122644598,0.9392540024476979,0.2732247240804727,139.0,61.0,72.0,352.0,33.0,119.0,0.8235699941409333
usp000hk46,2010-09-03 16:35:47.770000+00:00,-43.522,171.83,12.0,7.0,"19 km NE of Methven, New Zealand",earthquake,2455443.191525116,95.94367,23.72035,0.00249507460557,6.272423780190463,0.8559866874633179,0.8508624558335041,0.0935216037469533,177.0,64.0,355.0,269.0,86.0,-154.0,0.16754903643620117
usp000hmbq,2010-09-29 17:11:25.940000+00:00,-4.963,133.76,26.0,7.0,"Near the south coast of Papua, Indonesia",earthquake,2455469.216272454,77.41924,24.54064,0.00257364183183,42.2892008208063,0.8017851703665879,0.5931269395937897,0.5394996690896883,344.0,46.0,254.0,187.0,45.0,-73.0,0.7857198729004193
usp000hnj4,2010-10-25 14:42:22.460000+00:00,-3.487,100.082,20.1,7.8,"215 km SW of Sungai Penuh, Indonesia",earthquake,2455495.112759954,58.66067,23.14241,0.00260823842571,21.114934707306464,0.7582977324074546,0.7073853697089632,0.2731691594891361,324.0,8.0,95.0,138.0,81.0,89.0,0.8073436151428488
usp000hr97,2010-12-21 17:19:40.660000+00:00,26.901,143.698,14.0,7.4,"Bonin Islands, Japan region",earthquake,2455552.22199838,94.79491,23.19489,0.00250750681585,54.20420742946403,0.8738387437645646,0.5111066333055726,0.7087765229570427,345.0,57.0,304.0,113.0,45.0,-131.0,0.9184971398121246
usp000hrw0,2010-12-25 13:16:37+00:00,-19.702,167.947,16.0,7.3,"141 km W of Isangel, Vanuatu",earthquake,2455556.053206018,149.27923,7.81393,0.00246283746931,34.214935451032765,0.9111834043990621,0.7534885613252114,0.5123574771625061,350.0,45.0,279.0,157.0,45.0,-99.0,0.8268861478462673
usp000hsfq,2011-01-02 20:20:17.780000+00:00,-38.355,-73.326,24.0,7.2,"42 km NNW of Carahue, Chile",earthquake,2455564.3474280094,263.08678,-24.10891,0.00257410777454,28.581965973719992,0.7936272920669003,0.6969107923887469,0.3796835869056365,15.0,14.0,114.0,170.0,77.0,84.0,0.8479862892239634
usp000ht15,2011-01-13 16:16:41.540000+00:00,-20.628,168.471,9.0,7.0,"118 km NNE of Tadine, New Caledonia",earthquake,2455575.178258565,32.44292,17.73018,0.00265740630683,-46.162810998037536,0.6804513608831471,0.4712884386458756,-0.49081693341454674,160.0,63.0,272.0,334.0,26.0,-95.0,-0.050665775577264094
usp000htb4,2011-01-18 20:23:23.480000+00:00,28.777,63.951,68.0,7.2,"46 km WSW of Dalbandin, Pakistan",earthquake,2455580.3495773147,105.4551,21.5934,0.00247430603847,68.45774006003772,0.9152392749861359,0.3360643112683898,0.8513070592734742,79.0,31.0,301.0,222.0,63.0,-108.0,0.9491695507755706
usp000hvhj,2011-03-09 02:45:20.330000+00:00,38.435,142.842,32.0,7.3,"120 km SE of ?funato, Japan",earthquake,2455629.6148186345,30.56931,16.77845,0.00269764003367,48.30332578459091,0.6975243777869641,0.4639841582301241,0.5208252667820317,185.0,16.0,67.0,28.0,74.0,96.0,0.738672303294843
official20110311054624120_30,2011-03-11 05:46:24.120000+00:00,38.297,142.373,29.0,9.1,"2011 Great Tohoku Earthquake, Japan",earthquake,2455631.7405569446,57.23737,22.49356,0.00265063305175,66.43804322286458,0.7418053820919136,0.2965296530691151,0.6799598442196717,192.0,8.0,78.0,24.0,81.0,91.0,0.6433719772559909
usp000hvpa,2011-03-11 06:15:40.280000+00:00,36.281,141.111,42.6,7.9,"47 km E of ?arai, Japan",earthquake,2455631.7608828703,57.50574,22.52826,0.00265004462143,71.35408985307032,0.7433357878132215,0.2376583054699504,0.7043199722321201,199.0,17.0,84.0,26.0,73.0,92.0,0.7344888883317942
usp000hvpg,2011-03-11 06:25:50.300000+00:00,38.058,144.59,18.6,7.7,"272 km ESE of Kamaishi, Japan",earthquake,2455631.767943288,57.59902,22.54021,0.00264983962827,72.74485728655844,0.7439105209286405,0.2206641646341417,0.7104295810244937,182.0,42.0,-100.0,15.0,49.0,-81.0,0.8007552812684402
usp000hzf6,2011-04-07 14:32:43.290000+00:00,38.276,141.588,42.0,7.1,"29 km ESE of Ishinomaki, Japan",earthquake,2455659.106056597,58.8979,22.47485,0.00265916026145,-17.51956166866009,0.6929447172994954,0.6608019426992398,-0.20859811542338574,210.0,52.0,97.0,17.0,38.0,80.0,0.1638100705291005
usp000j3mq,2011-06-24 03:09:39.470000+00:00,52.05,-171.836,52.0,7.3,"Fox Islands, Aleutian Islands, Alaska",earthquake,2455736.6317068287,6.37359,8.28404,0.00270211793218,-21.824458188176774,0.6584007431245381,0.6112113277619364,-0.24476979258567577,354.0,9.0,185.0,259.0,89.0,-80.0,0.4304475555682975
usp000j48h,2011-07-06 19:03:18.260000+00:00,-29.539,-176.34,17.0,7.6,Kermadec Islands region,earthquake,2455749.2939613424,172.95391,-2.66185,0.00247178821288,-40.12912753527496,0.8467393706303173,0.6474117136954565,-0.5457340329733325,25.0,54.0,305.0,154.0,48.0,-129.0,-0.3108716338943101
usp000j4gp,2011-07-10 00:57:10.800000+00:00,38.034,143.264,23.0,7.0,"177 km ESE of Ishinomaki, Japan",earthquake,2455752.5397083336,217.09461,-18.38866,0.00248115341161,-44.7813314123098,0.8347915463556019,0.592535280565094,-0.5880296481916728,330.0,80.0,150.0,66.0,60.0,11.0,-0.5358471451113669
usp000j6r4,2011-08-20 16:55:02.810000+00:00,-18.365,168.143,32.0,7.2,"71 km SSW of Port-Vila, Vanuatu",earthquake,2455794.204893634,40.4115,18.89825,0.00269221034569,50.848259216553565,0.7027966450217573,0.4437291851518488,0.5450023252228511,352.0,29.0,108.0,150.0,62.0,79.0,0.75693489882378
usp000j6rj,2011-08-20 18:19:23.550000+00:00,-18.311,168.218,28.0,7.1,"64 km S of Port-Vila, Vanuatu",earthquake,2455794.263467014,41.13019,19.0612,0.00269126177305,50.61033874459842,0.703478177283714,0.4464209670326926,0.5436817691517825,350.0,26.0,106.0,152.0,65.0,82.0,0.7567588543139661
usp000j9nm,2011-10-21 17:57:16.100000+00:00,-28.993,-176.238,33.0,7.4,Kermadec Islands region,earthquake,2455856.248103009,138.76175,11.15947,0.002506516604,46.35385958232224,0.8709848102209852,0.6011558910879249,0.6302587835532072,36.0,54.0,103.0,194.0,37.0,72.0,0.9160286055334879
usp000j9rr,2011-10-23 10:41:23.250000+00:00,38.721,43.508,18.0,7.1,"27 km NNE of Van, Turkey",earthquake,2455857.945407986,161.29869,2.36621,0.00244319037076,12.987513920042678,0.9172330152360249,0.8937693359038708,0.2061377656736476,241.0,41.0,52.0,107.0,58.0,118.0,0.6374583042801358
usp000jdar,2012-01-10 18:36:59.080000+00:00,2.433,93.21,19.0,7.2,off the west coast of northern Sumatra,earthquake,2455937.2756837965,128.93748,14.30485,0.00255028319571,76.09115565076601,0.8366626765919923,0.20111520242938402,0.8121312146161264,100.0,65.0,175.0,192.0,85.0,24.0,0.8854154844317541
usp000jeag,2012-02-02 13:34:40.650000+00:00,-17.827,167.133,23.0,7.1,"125 km W of Port-Vila, Vanuatu",earthquake,2455960.065748264,67.26417,22.08729,0.00266889252428,5.142812371893526,0.6983963637386374,0.6955848742218484,0.06260322385569693,52.0,56.0,323.0,165.0,60.0,-140.0,0.22420306331934087
usp000jghj,2012-03-20 18:02:47.440000+00:00,16.493,-98.231,20.0,7.4,"6 km E of Santiago Llano Grande, Mexico",earthquake,2456007.251937963,338.94006,-3.43049,0.0026446959595,66.48302124886975,0.7469715758216775,0.29805720211940423,0.684929514147458,285.0,16.0,69.0,126.0,74.0,96.0,0.7057994547138315
usp000jgsw,2012-03-25 22:37:06+00:00,-35.2,-72.217,40.7,7.1,"23 km NE of Constitución, Chile",earthquake,2456012.442430556,38.99072,17.47647,0.00271231913443,17.17587122213631,0.6717899070859911,0.641829963576768,0.1983834093810494,182.0,72.0,85.0,17.0,17.0,104.0,0.6726115731983662
official20120411083836720_20,2012-04-11 08:38:36.720000+00:00,2.327,93.063,20.0,8.6,2012 Wharton Basin Earthquake,earthquake,2456028.8601472224,264.49913,-21.63957,0.00246562434656,-61.6357214622333,0.8427651664957294,0.40037724592574275,-0.7415869381289639,198.0,80.0,4.0,107.0,85.0,170.0,-0.8700237215896947
usp000jhjb,2012-04-11 10:43:10.850000+00:00,0.802,92.463,25.1,8.2,2012 Wharton Basin Aftershock,earthquake,2456028.9466533563,265.82117,-21.5764,0.0024685215603,-68.39971568624492,0.8377165298087729,0.3083878878209385,-0.7788876009798801,98.0,65.0,-159.0,359.0,72.0,-26.0,-0.8190481321725502
usp000jhr6,2012-04-12 07:15:48.500000+00:00,28.696,-113.104,13.0,7.0,"69 km ENE of San Luis, Mexico",earthquake,2456029.802644676,278.63287,-20.42163,0.00249845878071,-4.075464904018604,0.8446457502593138,0.8425099012965359,-0.06002923994538218,135.0,68.0,175.0,227.0,86.0,22.0,-0.061507948785839206
usp000jqvm,2012-08-27 04:37:19.430000+00:00,12.139,-88.59,28.0,7.3,"126 km S of Puerto El Triunfo, El Salvador",earthquake,2456166.6925859954,278.89608,-20.06589,0.0024909838364,40.30733714898741,0.8841149177206432,0.6742132141297426,0.5719228353799327,279.0,13.0,69.0,120.0,78.0,95.0,0.947827624668807
usp000jr83,2012-08-31 12:47:33.380000+00:00,10.811,126.638,28.0,7.6,"89 km E of Sulangan, Philippines",earthquake,2456171.033025232,337.55428,-4.06181,0.00257417302011,47.73002873688316,0.8039399568238218,0.5407499367490078,0.5949024794735961,346.0,46.0,64.0,201.0,50.0,114.0,0.8132819148689672
usp000jrsw,2012-09-05 14:42:07.800000+00:00,10.085,-85.315,35.0,7.6,"11 km ENE of Hojancha, Costa Rica",earthquake,2456176.1125902776,38.40755,16.67923,0.00269152594468,9.826078791277224,0.6834645014955988,0.6734382985131144,0.11663868526517553,299.0,18.0,86.0,122.0,72.0,91.0,0.6376516591801257
usp000juhz,2012-10-28 03:04:08.820000+00:00,52.788,-132.101,14.0,7.8,"206 km SW of Prince Rupert, Canada",earthquake,2456228.6278798613,13.47541,9.42671,0.00266974894659,22.969314558755503,0.7078021357142084,0.6516833229600499,0.2762113500516261,322.0,24.0,115.0,115.0,68.0,79.0,0.702594871634919
usp000jv5f,2012-11-07 16:35:46.930000+00:00,13.988,-91.895,24.0,7.4,"33 km S of Champerico, Guatemala",earthquake,2456239.1915153936,143.90837,8.73831,0.00259446851471,30.01499483545033,0.7758024511384308,0.6717630906581037,0.38807704547147553,285.0,23.0,70.0,126.0,69.0,98.0,0.8078941885907264
usp000jwjn,2012-12-07 08:18:23.130000+00:00,37.89,143.949,31.0,7.3,"234 km SE of ?funato, Japan",earthquake,2456268.846101042,172.6806,-1.89387,0.00254041674281,-53.93122621319599,0.7743080684871764,0.45587845550650935,-0.6258816331618474,303.0,10.0,28.0,186.0,85.0,99.0,0.06205521324346425
ak0138esnzr,2013-01-05 08:58:14.957000+00:00,55.228,-134.8591,8.7,7.5,"110 km SW of Edna Bay, Alaska",earthquake,2456297.8737842245,195.0593,-9.77711,0.00251462551979,-9.26250762747874,0.8246773023517978,0.8139245436964239,-0.1327384276794281,335.0,63.0,180.0,65.0,90.0,27.0,-0.06294642022880587
usc000f1s0,2013-02-06 01:12:25.830000+00:00,-10.799,165.114,24.0,8.0,2013 Santa Cruz Islands Earthquake,earthquake,2456329.5502989586,259.03089,-20.68792,0.00244969734,30.53999145160263,0.9233903152541741,0.7952927146196986,0.469211223627519,309.0,17.0,61.0,159.0,75.0,99.0,0.9842014258923089
usc000f1se,2013-02-06 01:23:19.760000+00:00,-11.183,164.882,10.0,7.1,"112 km WSW of Lata, Solomon Islands",earthquake,2456329.5578675927,259.14785,-20.68768,0.00244961968339,28.4073757106867,0.9219751338770498,0.810957653954672,0.4386180923992288,312.0,38.0,-111.0,158.0,55.0,-74.0,0.8476277690576717
usc000f1ts,2013-02-06 01:54:14.610000+00:00,-10.499,165.588,8.8,7.0,"33 km NW of Lata, Solomon Islands",earthquake,2456329.579335764,259.47965,-20.68659,0.00244940127177,20.548150522802274,0.9162490646307296,0.8579550538119993,0.3215983116795491,333.0,81.0,-8.0,64.0,82.0,-170.0,0.13301938524887286
usc000f40j,2013-02-08 15:26:38.470000+00:00,-10.928,166.018,21.0,7.1,"32 km SE of Lata, Solomon Islands",earthquake,2456332.14350081,298.6259,-16.1703,0.00244728998419,-27.648225431610076,0.8804093065058973,0.7798782841829507,-0.40854670337924875,265.0,72.0,175.0,356.0,86.0,18.0,-0.49473784047496216
usb000g13s,2013-04-06 04:42:35.860000+00:00,-3.517,138.476,66.0,7.0,"260 km WSW of Abepura, Indonesia",earthquake,2456388.6962483795,325.65004,-8.28363,0.00252927065405,11.488445435730275,0.8252382487399393,0.8087045098703632,0.16436296084792845,338.0,56.0,-140.0,224.0,58.0,-41.0,0.35707056401256604
usb000ief9,2013-07-15 14:03:39.880000+00:00,-60.857,-25.07,11.0,7.3,South Sandwich Islands region,earthquake,2456489.085878241,194.05829,-8.56487,0.00255848254673,13.99387832998031,0.7989603906146112,0.775248499367233,0.19320318320334573,94.0,74.0,-7.0,186.0,83.0,-163.0,0.1226211969246962
usb000jdt7,2013-08-30 16:25:02.300000+00:00,51.537,-175.2297,29.0,7.0,"101 km SW of Atka, Alaska",earthquake,2456535.184054398,92.33825,19.39181,0.00270585243046,43.18394624275559,0.6890979165092527,0.5024629142937519,0.4715792174140233,253.0,25.0,96.0,67.0,65.0,87.0,0.740702406465705
usb000jyiv,2013-09-24 11:29:47.970000+00:00,26.951,65.5009,15.0,7.7,"113 km NW of Bela, Pakistan",earthquake,2456559.9790274305,60.1488,18.46196,0.00265762590278,-45.181812178697484,0.6806409385219188,0.47975617628583733,-0.4828106238553487,228.0,46.0,6.0,134.0,86.0,136.0,-0.2862367154364619
usb000jzma,2013-09-25 16:42:43.170000+00:00,-15.8385,-74.5112,40.0,7.1,"16 km WSW of Atiquipa, Peru",earthquake,2456561.196332986,75.7235,19.528,0.00268405259701,-19.783612519858472,0.6728113067399801,0.6331003785990718,-0.22772563556804848,312.0,23.0,96.0,125.0,67.0,87.0,0.3109946453824095
usb000kdb4,2013-10-15 00:12:32.050000+00:00,9.8796,124.1167,19.04,7.1,"4 km SE of Sagbayan, Philippines",earthquake,2456580.5087042823,331.90619,-6.40348,0.0024987420507,-86.33775337318602,0.8052982329042089,0.051438220940823925,-0.8036537521501933,39.0,46.0,77.0,238.0,46.0,103.0,-0.7804746850603693
usc000kn4n,2013-10-25 17:10:19.710000+00:00,37.1557,144.6611,35.0,7.1,"off the east coast of Honshu, Japan",earthquake,2456591.2155059027,109.23151,17.21977,0.00270397769787,54.31408466845311,0.6946979535081125,0.4052461908715307,0.5642524004312915,15.0,45.0,-79.0,180.0,46.0,-100.0,0.7305127758732212
usb000l0gq,2013-11-17 09:04:55.530000+00:00,-60.2738,-46.4011,10.0,7.7,Scotia Sea,earthquake,2456613.878420486,49.97299,17.00206,0.00264358611026,-18.70186645899967,0.7045865948683137,0.6673843049941421,-0.22592135604145733,99.0,50.0,0.0,190.0,89.0,-139.0,-0.006665631905011071
usb000l5zn,2013-11-25 06:27:33.300000+00:00,-53.9451,-55.0033,11.78,7.0,Falkland Islands region,earthquake,2456621.7691354165,147.43591,7.899,0.0026777601577,18.24887995506536,0.6989064013742688,0.66375507717205,0.2188592136745827,66.0,70.0,-3.0,157.0,86.0,-160.0,0.2131293993490836
usc000nzvd,2014-04-01 23:46:47.260000+00:00,-19.6097,-70.7691,25.0,8.2,"93 km NW of Iquique, Chile",earthquake,2456749.4908247683,38.12062,13.82724,0.00254852543089,5.458448701849577,0.8025064577618666,0.798867447783197,0.07633751123700391,160.0,79.0,87.0,358.0,11.0,107.0,0.7677574389427011
usc000p27i,2014-04-03 02:43:13.110000+00:00,-20.5709,-70.4931,22.4,7.7,"53 km SW of Iquique, Chile",earthquake,2456750.6133461804,53.18106,16.69277,0.00258810232253,-23.356810594154606,0.74785502125223,0.6865710947048389,-0.29649159301398836,166.0,75.0,87.0,356.0,15.0,100.0,0.4008044561356369
usc000pft9,2014-04-11 07:07:23.130000+00:00,-6.5858,155.0485,60.53,7.1,"56 km WSW of Panguna, Papua New Guinea",earthquake,2456758.796795486,154.64888,5.94296,0.00267616445554,34.41062041822291,0.708439329584847,0.5844686536188356,0.4003531898706604,140.0,48.0,97.0,310.0,43.0,82.0,0.6581707818784758
usc000phx5,2014-04-12 20:14:39.300000+00:00,-11.2701,162.1481,22.56,7.6,"93 km SSE of Kirakira, Solomon Islands",earthquake,2456760.343510417,172.71136,-0.13904,0.00264064951918,-43.41988811144199,0.6945091139986911,0.5044470622356746,-0.4773636672695612,116.0,74.0,24.0,19.0,67.0,163.0,-0.5026591280969539
usc000piqj,2014-04-13 12:36:19.230000+00:00,-11.4633,162.0511,39.0,7.4,"112 km S of Kirakira, Solomon Islands",earthquake,2456761.025222569,180.83389,-2.91298,0.00262267727538,75.38437484523746,0.7680032666104899,0.19379276274613214,0.7431509823929485,279.0,46.0,86.0,104.0,44.0,94.0,0.8199311253412755
usb000pq41,2014-04-18 14:27:24.920000+00:00,17.397,-100.9723,24.0,7.2,"9 km ENE of Coyuquilla Norte, Mexico",earthquake,2456766.1023717592,248.28833,-18.41034,0.00250445593927,7.947061788608001,0.8475609971883867,0.8394212201086705,0.1171821624064153,113.0,70.0,87.0,302.0,20.0,99.0,0.7580830851642231
usb000pr89,2014-04-19 13:28:00.810000+00:00,-6.7547,155.0241,43.37,7.5,"70 km SW of Panguna, Papua New Guinea",earthquake,2456767.061120486,262.38197,-18.93509,0.00249147883839,31.57853160590298,0.8779379759969359,0.7479357376466258,0.4597469108635687,136.0,61.0,91.0,313.0,29.0,87.0,0.8928479681250178
usb000sk6k,2014-10-09 02:14:31.440000+00:00,-32.1082,-110.8112,16.54,7.0,southern East Pacific Rise,earthquake,2456939.5934194443,22.52544,8.92102,0.00245933988732,0.6867047454041382,0.8893635494564037,0.88929967327232,0.010658997112207002,305.0,58.0,118.0,80.0,41.0,53.0,0.44800046124606235
usb000slwn,2014-10-14 03:51:34.460000+00:00,12.5262,-88.1225,40.0,7.3,"74 km S of Intipucá, El Salvador",earthquake,2456944.660815509,92.16176,18.35909,0.00263799606748,-6.217478566525791,0.716349113327694,0.7121355274912365,-0.07758248932685638,306.0,69.0,-89.0,125.0,21.0,-90.0,0.5059782949544421
usc000sxh8,2014-11-15 02:31:41.720000+00:00,1.8929,126.5217,45.0,7.1,"155 km NW of Ternate, Indonesia",earthquake,2456976.6053439816,148.30323,8.51821,0.00270254873638,19.15894139159927,0.6801295423072522,0.6424583885898806,0.22321158851987596,199.0,62.0,79.0,41.0,30.0,110.0,0.6168221643661297
usb000tp5q,2015-02-13 18:59:12.230000+00:00,52.6487,-31.9016,16.68,7.1,northern Mid-Atlantic Ridge,earthquake,2457067.2911137734,253.38011,-17.917,0.0025426203746,-45.462533136725746,0.7760038963743311,0.5442701388486137,-0.5531293367250144,187.0,87.0,-11.0,278.0,79.0,-177.0,-0.6950401210790651
us10001rvu,2015-03-29 23:48:31.010000+00:00,-4.7294,152.5623,41.0,7.5,"53 km SE of Kokopo, Papua New Guinea",earthquake,2457111.492025579,129.99033,13.57783,0.00269366454473,-62.80080768976268,0.6485763621002903,0.2964547787978865,-0.5768586149162922,82.0,70.0,92.0,255.0,20.0,83.0,-0.17610621396228524
us20002926,2015-04-25 06:11:25.950000+00:00,28.2305,84.7314,8.22,7.8,"67 km NNE of Bharatpur, Nepal",earthquake,2457137.757939236,117.20255,15.96679,0.00264814506847,9.218209065722034,0.7173630025413607,0.7080985489471259,0.11491789414243116,99.0,83.0,89.0,290.0,7.0,101.0,0.7279317813887027
us20002bnf,2015-05-05 01:44:06.380000+00:00,-5.4624,151.8751,55.0,7.5,"131 km SSW of Kokopo, Papua New Guinea",earthquake,2457147.572296065,233.31256,-15.36357,0.00261987231863,-65.8424804352543,0.7033940265520588,0.2878616517954661,-0.6417934449764225,81.0,62.0,98.0,244.0,29.0,75.0,-0.33973147993747693
us20002das,2015-05-07 07:10:19.590000+00:00,-7.2175,154.5567,10.0,7.1,"143 km SW of Panguna, Papua New Guinea",earthquake,2457149.798837847,263.32318,-18.29779,0.00256926587786,-40.87505574258269,0.754525290643724,0.5705255800627992,-0.49377016588186323,125.0,67.0,-87.0,299.0,23.0,-95.0,0.06126421617153649
us20002ejl,2015-05-12 07:05:19.730000+00:00,27.8087,86.0655,15.0,7.3,Nepal,earthquake,2457154.7953672456,333.12655,-7.76557,0.00246931228251,-3.5169443782668086,0.8752907426650931,0.8736423081106033,-0.05369359062670235,102.0,82.0,87.0,303.0,9.0,110.0,0.7786066732326996
us20002qn7,2015-06-17 12:51:32.790000+00:00,-35.3639,-17.1605,10.0,7.0,southern Mid-Atlantic Ridge,earthquake,2457191.0357961804,97.87939,18.21504,0.00258178224354,33.296351773547244,0.7894183519723393,0.6598292651157567,0.43336667537724294,167.0,80.0,164.0,260.0,74.0,10.0,0.3925257576975725
us20002yaw,2015-07-18 02:27:33.820000+00:00,-10.4012,165.1409,11.0,7.0,"80 km WNW of Lata, Solomon Islands",earthquake,2457221.6024747686,139.81253,11.90136,0.00266989753198,67.2853783688254,0.7259476736770588,0.28031849272616344,0.669642865677568,115.0,55.0,-72.0,267.0,39.0,-112.0,0.7768683367233299
us200030kn,2015-07-27 21:41:21.710000+00:00,-2.6286,138.5277,48.0,7.0,"234 km W of Abepura, Indonesia",earthquake,2457231.4037234955,257.28928,-17.97265,0.00255480169485,-55.77804127155001,0.7608741641242762,0.4279158710552672,-0.6291402871624324,122.0,53.0,74.0,327.0,40.0,110.0,-0.3794043825285815
