id,time,latitude,longitude,depth,magnitude,place,type,julian_date,moon_ra,moon_dec,moon_distance_au,moon_altitude,A_norm,tau_raw,sigma_raw,strike1,dip1,rake1,strike2,dip2,rake2,final_cfs_optimal
usp000arz5,2001-10-31 09:10:20+00:00,-5.912,150.196,33.0,7.0,"40 km S of Kimbe, Papua New Guinea",earthquake,2452213.882175926,27.67685,6.65377,0.00264588819898,27.825716588110467,0.7298977966870208,0.6455008483841569,0.34070434153955437,259.0,23.0,86.0,82.0,66.0,91.0,0.7518715457160503
usp000asvm,2001-11-14 09:26:10.010000+00:00,35.946,90.541,10.0,7.8,"Southern Qinghai, China",earthquake,2452227.893171412,219.29589,-11.36569,0.00248014879227,10.749902275187383,0.8750017148360912,0.8596460611222093,0.16320738513673683,187.0,45.0,180.0,96.0,89.0,-44.0,0.5262840038217673
usp000aufx,2001-12-12 14:02:35.040000+00:00,-42.813,124.688,10.0,7.1,south of Australia,earthquake,2452256.085127778,230.75032,-15.44142,0.00252424476039,-32.302689588621085,0.7999435921604203,0.6761417209234959,-0.4274834778855556,76.0,80.0,169.0,168.0,79.0,9.0,-0.58873019429643
usp000avpw,2002-01-02 17:22:48.760000+00:00,-17.6,167.856,21.0,7.2,"50 km WNW of Port-Vila, Vanuatu",earthquake,2452277.224175463,150.05364,17.02693,0.00244311886865,49.20499292856969,0.9431773691963802,0.6162293054676764,0.7140343078921558,187.0,78.0,112.0,302.0,24.0,27.0,1.0140413041112595
usp000azqw,2002-03-05 21:16:09.130000+00:00,6.033,124.249,31.0,7.5,"Mindanao, Philippines",earthquake,2452339.3862167825,251.69065,-21.45802,0.00255643545037,61.621521377778414,0.8267248168870589,0.39293714909637706,0.7273749512575702,309.0,29.0,58.0,164.0,64.0,106.0,0.8745796508888771
usp000b1e2,2002-03-31 06:52:50.490000+00:00,24.279,122.179,32.8,7.1,"67 km ENE of Hualien City, Taiwan",earthquake,2452364.786695486,224.08609,-13.78488,0.00244083264841,-76.28728113097087,0.8642582772834075,0.20487571803227383,-0.8396239098630074,286.0,34.0,111.0,81.0,57.0,75.0,-0.6239199903104571
usp000bbpf,2002-09-08 18:44:23.710000+00:00,-3.302,142.945,13.0,7.6,"68 km ESE of Aitape, Papua New Guinea",earthquake,2452526.280829977,190.32684,0.4326,0.0024006573584,-49.24600899898066,0.9178510548125338,0.5991846599920582,-0.695290084821208,127.0,26.0,80.0,317.0,64.0,94.0,-0.12128664889040996
usp000be54,2002-10-10 10:50:20.570000+00:00,-1.757,134.297,10.0,7.6,"102 km SSE of Manokwari, Indonesia",earthquake,2452557.951626968,250.66425,-22.44671,0.00247354700321,22.75132007175521,0.8911685795479556,0.8218285897494176,0.3446435930697163,59.0,75.0,328.0,157.0,59.0,-163.0,0.5079142246621822
usp000bfuz,2002-11-02 01:26:10.700000+00:00,2.824,96.085,30.0,7.4,"50 km NW of Sinabang, Indonesia",earthquake,2452580.559846065,181.89433,4.48902,0.00241719615629,66.44677454903932,0.9823964641438714,0.3925664211369262,0.9005522848553138,301.0,11.0,78.0,133.0,78.0,92.0,0.8837911832435562
ak002e435qpj,2002-11-03 22:12:41.518000+00:00,63.5141,-147.4529,4.2,7.9,"2002 Denali Fault, Alaska Earthquake",earthquake,2452582.4254805325,207.3301,-7.60747,0.00239412333892,16.063327916466346,0.9778556959658568,0.9396767403627952,0.2705723299859427,209.0,73.0,24.0,112.0,66.0,162.0,0.33002679133274365
usp000bnvq,2003-01-20 08:43:06.070000+00:00,-10.491,160.77,33.0,7.3,"126 km W of Kirakira, Solomon Islands",earthquake,2452659.863264699,148.26132,18.12443,0.0025010189335,-11.185651982246723,0.8367855168466504,0.8208897423451796,-0.16232692973373353,299.0,42.0,48.0,169.0,59.0,121.0,0.23345609982360538
usp000bnyr,2003-01-22 02:06:34.610000+00:00,18.77,-104.104,24.0,7.6,"16 km SSW of Cuyutlán, Mexico",earthquake,2452661.5879005785,171.45252,9.12073,0.00247945391068,-28.082562639257652,0.8465658158487851,0.7468997684801645,-0.39851526496232964,292.0,20.0,78.0,124.0,69.0,94.0,0.3135813050191764
usp000bsvs,2003-03-17 16:36:17.310000+00:00,51.272,177.978,33.0,7.1,"Rat Islands, Aleutian Islands, Alaska",earthquake,2452716.191867014,169.24667,9.93945,0.00243083887181,17.635348747563015,0.9351184879408636,0.8911716021401797,0.2833015390493183,61.0,72.0,74.0,284.0,23.0,130.0,0.8960512974459577
usp000by66,2003-05-26 09:24:33.400000+00:00,38.849,141.568,68.0,7.0,"27 km SSW of ?funato, Japan",earthquake,2452785.892053241,13.13389,1.43341,0.00270086986152,-43.35798406718364,0.6496998836040313,0.4723827051268757,-0.4460543897913202,353.0,20.0,73.0,190.0,70.0,95.0,0.059047588239889315
usp000by7n,2003-05-26 19:23:27.940000+00:00,2.354,128.855,31.0,7.0,"116 km NE of Tobelo, Indonesia",earthquake,2452786.3079622686,17.56236,3.62788,0.00270590759348,15.311798783657869,0.6755685521520911,0.6515879352883415,0.17839851805311827,330.0,34.0,67.0,177.0,57.0,104.0,0.5533643554441107
usp000c2ka,2003-07-15 20:27:50.530000+00:00,-2.598,68.382,10.0,7.6,Carlsberg Ridge,earthquake,2452836.352668172,323.5428,-19.76909,0.00253663946254,67.07876839624156,0.8483970188318252,0.3304211817789394,0.7814085641932378,301.0,67.0,342.0,38.0,74.0,-156.0,0.8488627565373834
usp000c41f,2003-08-04 04:37:20.130000+00:00,-60.532,-43.411,10.0,7.6,Scotia Sea,earthquake,2452855.692594097,205.66251,-7.96013,0.00247995403532,-12.999189757284807,0.8567511272131554,0.8347953766752151,-0.1927152642182194,100.0,52.0,326.0,212.0,63.0,-137.0,0.051499613503741215
usp000c5h6,2003-08-21 12:12:49.790000+00:00,-45.104,167.144,28.0,7.2,"56 km NW of Te Anau, New Zealand",earthquake,2452873.0089096064,72.50773,24.15166,0.00268551276227,-33.403873087017274,0.6649956780862859,0.5551454741989295,-0.36610484065344573,209.0,72.0,90.0,29.0,17.0,89.0,0.21888290927524406
official20030925195006360_27,2003-09-25 19:50:06.360000+00:00,41.815,143.91,27.0,8.16,2003 Tokachi-Oki Earthquake,earthquake,2452908.3264625,179.94771,4.50606,0.00245444352141,-1.2178693239634957,0.8931025998191967,0.8929008509429059,-0.018982207175210413,245.0,15.0,125.0,29.0,77.0,80.0,0.7577889756011018
usp000c8mb,2003-09-25 21:08:00.030000+00:00,41.774,143.593,33.0,7.4,"119 km ESE of Shizunai-furukawach?, Japan",earthquake,2452908.3805559026,180.65002,4.15549,0.00245318505185,12.342146109172845,0.9054670859851576,0.884540480710314,0.1935427130822018,208.0,18.0,86.0,33.0,72.0,91.0,0.8653487826687061
usp000c8sz,2003-09-27 11:33:25.080000+00:00,50.038,87.813,16.0,7.3,"29 km S of Aktash, Russia",earthquake,2452909.9815402776,201.63765,-6.40346,0.00242838886077,9.419120261735591,0.9312293463906257,0.9186741425688065,0.15240050969265223,227.0,64.0,19.0,128.0,72.0,153.0,0.23614056271822342
usp000cbpa,2003-10-31 01:06:28.280000+00:00,37.812,142.619,10.0,7.0,"133 km ESE of Ishinomaki, Japan",earthquake,2452943.546160648,295.39306,-26.13753,0.00249846259573,-21.9983557968845,0.8316451936872394,0.7710969361788307,-0.3115176450840407,194.0,13.0,82.0,22.0,76.0,91.0,0.4904605342250777
usp000cd1n,2003-11-17 06:43:06.800000+00:00,51.146,178.65,33.0,7.8,"Rat Islands, Aleutian Islands, Alaska",earthquake,2452960.779939815,149.79544,17.92374,0.0025867173725,-21.649036450102212,0.749983579048135,0.6970805525593111,-0.27668406547081026,68.0,72.0,78.0,282.0,20.0,122.0,0.361044501561958
usp000cg90,2003-12-27 16:00:59.450000+00:00,-22.015,169.766,10.0,7.3,"201 km ESE of Tadine, New Caledonia",earthquake,2453001.1673547453,336.52282,-15.18267,0.00253487065556,-51.92409696176439,0.7800492763569227,0.48106017842466314,-0.6140504688370411,317.0,24.0,81.0,146.0,65.0,93.0,-0.11293761298502175
usp000cgz9,2004-01-03 16:23:21.020000+00:00,-22.253,169.683,22.0,7.1,"202 km ESE of Tadine, New Caledonia",earthquake,2453008.182882176,56.74667,20.83546,0.0027120893613,-18.611547822558286,0.6528320198895139,0.6186915853210988,-0.2083515501403535,303.0,54.0,264.0,132.0,35.0,-82.0,0.17708153208761268
usp000ckg7,2004-02-05 21:05:02.840000+00:00,-3.615,135.538,16.6,7.0,"28 km S of Nabire, Indonesia",earthquake,2453041.3785050926,134.50955,22.36115,0.00262415135673,-4.6873258185345446,0.7286768635036867,0.7262397948000581,-0.0595460481840735,146.0,84.0,231.0,49.0,38.0,-9.0,0.338008244200509
usp000ckks,2004-02-07 02:42:35.210000+00:00,-4.003,135.023,10.0,7.3,"Near the south coast of Papua, Indonesia",earthquake,2453042.612907524,150.47145,17.28947,0.00259472331725,-68.05126131018145,0.7229895941769399,0.2702368179255295,-0.6705863222029066,170.0,86.0,182.0,80.0,87.0,-3.0,-0.7766445488500666
usp000d3ka,2004-09-05 10:07:07.820000+00:00,33.07,136.618,14.0,7.2,"94 km SE of Shing?, Japan",earthquake,2453253.921618287,57.0717,22.3491,0.00267286598487,-25.55744192736845,0.6781170897869773,0.6117655171709661,-0.2925504049932248,97.0,35.0,102.0,262.0,55.0,81.0,0.09711393625537998
usp000d3mb,2004-09-05 14:57:18.610000+00:00,33.184,137.071,10.0,7.4,"118 km ESE of Shing?, Japan",earthquake,2453254.1231320603,59.60039,23.04508,0.00267719490206,25.068182931245843,0.7029697037998014,0.6367529261044438,0.2978457915731046,71.0,39.0,62.0,284.0,55.0,110.0,0.6145896164332385
usp000d63h,2004-10-09 21:26:53.690000+00:00,11.422,-86.665,35.0,7.0,"43 km SSW of Masachapa, Nicaragua",earthquake,2453288.393676968,149.43707,17.57674,0.00263882234713,-10.837540306864472,0.7129321737986763,0.7002165061068767,-0.13404897990206566,302.0,23.0,95.0,117.0,66.0,87.0,0.43337993426165766
usp000d85g,2004-11-11 21:26:41.150000+00:00,-8.152,124.868,10.0,7.5,"63 km NW of Maubara, Timor Leste",earthquake,2453321.3935318287,217.57925,-15.59736,0.00245871433634,11.026268758057729,0.8983243767324779,0.8817409483982694,0.17181264723388467,247.0,71.0,86.0,80.0,18.0,101.0,0.8480507425192042
usp000d8gx,2004-11-15 09:06:56.560000+00:00,4.695,-77.508,15.0,7.2,"32 km SSW of Pizarro, Colombia",earthquake,2453324.8798212963,271.72188,-27.95006,0.00242519077562,-59.09173580062334,0.8859570978255478,0.4550851631472244,-0.7601430611869922,188.0,75.0,88.0,14.0,14.0,95.0,-0.08139151297830582
usp000d8ze,2004-11-22 20:26:23.900000+00:00,-46.676,164.721,10.0,7.1,"255 km W of Riverton, New Zealand",earthquake,2453332.3516655094,14.58188,4.59698,0.00259857262149,-44.80043447837126,0.7277216184175257,0.5163660763270308,-0.5127814633260936,216.0,54.0,91.0,33.0,35.0,87.0,-0.15762559648440294
usp000d975,2004-11-26 02:25:03.310000+00:00,-3.609,135.404,10.0,7.1,"29 km SSW of Nabire, Indonesia",earthquake,2453335.6007327545,52.99081,21.27569,0.00266781301111,-72.18056602074583,0.6652172059270548,0.2035685967214346,-0.6333038429460723,96.0,89.0,237.0,4.0,32.0,-1.0,-0.42094276132102526
usp000d9h1,2004-11-28 18:32:14.130000+00:00,43.006,145.119,39.0,7.0,"51 km SW of Nemuro, Japan",earthquake,2453338.272385764,87.88158,27.73972,0.00270529665055,51.55983681314898,0.6926850670408428,0.4306402149262796,0.542551018236649,24.0,68.0,74.0,240.0,26.0,122.0,0.7444401253822843
usp000db93,2004-12-23 14:59:04.410000+00:00,-49.312,161.345,10.0,8.1,2004 Tasman Sea Earthquake,earthquake,2453363.124356597,56.35721,22.35422,0.00268079741151,-1.316469796799711,0.6854738399696376,0.6852929067473489,-0.01574856325160245,161.0,68.0,358.0,251.0,88.0,-158.0,-0.014403386057262102
official20041226005853450_30,2004-12-26 00:58:53.450000+00:00,3.295,95.982,30.0,9.1,2004 Sumatra - Andaman Islands Earthquake,earthquake,2453365.540896412,87.87918,27.70422,0.00271057400206,-23.338205427534987,0.6515438877563755,0.5982361457334163,-0.2581142220233497,335.0,7.0,113.0,131.0,83.0,87.0,0.4306820038449526
usp000dbg6,2004-12-26 04:21:29.810000+00:00,6.91,92.958,39.2,7.2,"284 km WNW of Sabang, Indonesia",earthquake,2453365.681595024,89.76649,27.79356,0.00271157307892,-52.348393412210534,0.6388803935238807,0.39026554151642107,-0.5058270102852588,351.0,27.0,121.0,137.0,67.0,75.0,-0.13306031932373885
official20050328160936530_30,2005-03-28 16:09:36.530000+00:00,2.085,97.108,30.0,8.6,"78 km WSW of Singkil, Indonesia",earthquake,2453458.1733394675,218.96699,-17.08382,0.00254255186579,33.20611163018517,0.8266836295626445,0.6916910712695592,0.45273533693852214,329.0,10.0,107.0,131.0,80.0,87.0,0.8900979462384616
usp000dt25,2005-06-15 02:50:54.190000+00:00,41.292,-125.953,16.0,7.2,"153 km W of Big Lagoon, California",earthquake,2453536.6186827547,176.04656,4.11831,0.00265458863667,52.05005611109664,0.7340250905589535,0.45140546494216205,0.5788142532716609,317.0,83.0,171.0,48.0,81.0,6.0,0.5001828951367293
usp000dvtc,2005-07-24 15:42:06.210000+00:00,7.92,92.19,16.0,7.2,"Nicobar Islands, India region",earthquake,2453576.1542385416,348.93924,-7.46725,0.0024352987048,8.931405325912008,0.9228553911860997,0.9116656925310506,0.14327504354607284,117.0,67.0,175.0,209.0,85.0,22.0,0.17481726770966027
usp000dxe2,2005-08-16 02:46:28.400000+00:00,38.276,142.039,36.0,7.2,"66 km ESE of Ishinomaki, Japan",earthquake,2453598.6156064817,272.34895,-28.4082,0.00244554515915,-43.77050043922973,0.8720101174409117,0.6296928872934541,-0.6032317238104656,197.0,20.0,85.0,22.0,69.0,91.0,0.07251233849401828
usp000e12e,2005-10-08 03:50:40.800000+00:00,34.539,73.588,26.0,7.6,"21 km NNE of Muzaffar?b?d, Pakistan",earthquake,2453651.6601944445,249.02511,-26.55593,0.00254221858716,-24.063706833337317,0.7884050606110184,0.7198868621182696,-0.3214738641733962,327.0,30.0,110.0,124.0,61.0,78.0,0.20736419272397133
usp000e462,2005-11-14 21:38:51.420000+00:00,38.107,144.896,11.0,7.0,"293 km ESE of Kamaishi, Japan",earthquake,2453689.401984028,35.15718,16.34608,0.00252368562446,-18.101404639733488,0.8096003068400494,0.7695316614986536,-0.2515425983538844,189.0,57.0,269.0,11.0,32.0,-88.0,0.2708586424223156
usp000e7dd,2006-01-02 06:10:49.760000+00:00,-60.957,-21.606,13.0,7.4,east of the South Sandwich Islands,earthquake,2453737.75752037,314.77231,-21.50614,0.00241876306975,-3.0540246483701825,0.931542095527491,0.930219066198367,-0.04963027927371839,357.0,69.0,183.0,265.0,86.0,-20.0,-0.06746124350047372
usp000eamh,2006-02-22 22:19:07.800000+00:00,-21.324,33.583,11.0,7.0,"160 km SE of Chipinge, Zimbabwe",earthquake,2453789.429951389,263.40451,-28.44131,0.00251354639346,-1.1661808986259588,0.8315827959759859,0.8314105507912501,-0.01692461509837775,168.0,61.0,279.0,329.0,30.0,-106.0,0.5394153816024087
usp000ef1h,2006-04-20 23:25:02.150000+00:00,60.949,167.089,22.0,7.6,"80 km NE of Tilichiki, Russia",earthquake,2453846.4757193285,301.63412,-25.13706,0.00249829537962,-11.843235098582202,0.8390895354604999,0.8212276673790799,-0.172210240260075,207.0,44.0,79.0,42.0,46.0,100.0,0.19337432019268813
usp000eg5g,2006-05-03 15:26:40.290000+00:00,-20.187,-174.123,55.0,8.0,2006 Tonga Earthquake,earthquake,2453859.143521875,118.3149,25.79233,0.0026504152425,-71.53337168550914,0.678547670558459,0.21493150511024423,-0.6436081022884625,221.0,18.0,117.0,13.0,73.0,81.0,-0.26588389976330207
usp000ensm,2006-07-17 08:19:26.680000+00:00,-9.284,107.419,20.0,7.7,"226 km SSW of Singaparna, Indonesia",earthquake,2453933.846836574,16.47377,9.01017,0.00247967892995,-61.59064460578129,0.8287423349674079,0.3942889455583301,-0.7289376414877554,284.0,9.0,86.0,107.0,81.0,90.0,-0.03725381155553842
usp000erc2,2006-08-20 03:41:48.040000+00:00,-61.029,-34.371,13.0,7.0,Scotia Sea,earthquake,2453967.6540282406,108.06522,27.32622,0.00264192914296,-38.198676017830216,0.6958359535805702,0.5468374240510717,-0.4302981593646082,272.0,87.0,346.0,2.0,76.0,-177.0,-0.5391015436090578
usp000exfn,2006-11-15 11:14:13.570000+00:00,46.592,153.266,10.0,8.3,2006 Kuril Islands Earthquake,earthquake,2454054.968212616,173.19582,3.04547,0.00270735863627,-37.143171597550676,0.6474134643215987,0.5160721725911888,-0.39091393741065866,208.0,15.0,83.0,35.0,74.0,91.0,0.1928461977709101
usp000f114,2006-12-26 12:26:21.140000+00:00,21.799,120.547,10.0,7.1,"30 km SW of Hengchun, Taiwan",earthquake,2454096.0183002315,350.92605,-3.80682,0.00247943356241,33.1518233701164,0.8921436131971636,0.7469244290270016,0.4878771606574528,319.0,69.0,257.0,170.0,23.0,-60.0,0.9410750233189189
usp000f2ab,2007-01-13 04:23:21.160000+00:00,46.243,154.524,10.0,8.1,2007 Kuril Islands Earthquake,earthquake,2454113.6828837963,216.76905,-18.85114,0.00267555777342,-31.989475542537075,0.6729901896874402,0.570793547646472,-0.3565256251389111,83.0,45.0,301.0,221.0,52.0,-118.0,-0.11077516916448765
usp000f34b,2007-01-21 11:27:45.060000+00:00,1.065,126.282,22.0,7.5,"126 km WNW of Ternate, Indonesia",earthquake,2454121.977604861,334.01467,-12.21548,0.00245678321446,4.095221942899136,0.8948722600664348,0.8925874201633544,0.0639066444318308,190.0,69.0,78.0,40.0,23.0,117.0,0.7306272422524134
usp000f7b4,2007-03-25 00:40:01.610000+00:00,-20.617,169.357,34.0,7.1,"119 km S of Isangel, Vanuatu",earthquake,2454184.527796412,84.03103,28.53691,0.00252425233238,-4.597413819822684,0.8186711675868211,0.8160370909835135,-0.06561971332712221,326.0,34.0,73.0,166.0,57.0,100.0,0.43554198776539105
usp000f83m,2007-04-01 20:39:58.710000+00:00,-8.466,157.043,24.0,8.1,2007 Solomon Islands Earthquake,earthquake,2454192.3610961805,181.55313,-2.2828,0.00271131913337,-25.330273418225108,0.6500339741200153,0.5875375107631694,-0.278107606793628,322.0,29.0,101.0,129.0,60.0,83.0,0.1678097499275958
usp000fjta,2007-08-15 23:40:57.890000+00:00,-13.386,-76.603,39.0,8.0,"41 km SW of San Vicente de Cañete, Peru",earthquake,2454328.4867811343,177.12399,-0.79088,0.00266907152449,23.245149949962084,0.708444682140875,0.6509364170385109,0.2795990855255989,324.0,14.0,63.0,171.0,77.0,96.0,0.7447691746407047
usp000fm6b,2007-09-02 01:05:18.150000+00:00,-11.61,165.762,35.0,7.2,"97 km S of Lata, Solomon Islands",earthquake,2454345.545348958,37.70129,19.8869,0.0024502908174,-37.5083973668829,0.8707155857601896,0.6907074247763018,-0.5301593011959702,338.0,17.0,90.0,158.0,72.0,89.0,0.22194834926797935
official20070912111026830_34,2007-09-12 11:10:26.830000+00:00,-4.438,101.367,34.0,8.4,"122 km SW of Bengkulu, Indonesia",earthquake,2454355.9655883103,178.93267,-1.76016,0.00267847053207,8.178123252699807,0.6926182218249105,0.6855747222135737,0.09852563862103135,323.0,11.0,103.0,130.0,79.0,87.0,0.6781390101878643
usp000fn2b,2007-09-12 23:49:03.720000+00:00,-2.625,100.841,35.0,7.9,"87 km SW of Sungai Penuh, Indonesia",earthquake,2454356.4924041666,184.57553,-4.77658,0.00268708008402,-5.618534811137096,0.6782030563436571,0.6749448199792699,-0.06639936458301807,320.0,19.0,104.0,124.0,71.0,84.0,0.503546397401594
usp000fn3d,2007-09-13 03:35:28.720000+00:00,-2.13,99.627,22.0,7.0,"153 km SSW of Padang, Indonesia",earthquake,2454356.649637963,186.26048,-5.66526,0.00268946148384,48.24590501195274,0.7040068007914095,0.4688227588774578,0.5251959599226602,312.0,10.0,90.0,132.0,80.0,90.0,0.7272223432715661
usp000fpgq,2007-09-30 05:23:34.070000+00:00,-49.271,164.115,10.0,7.4,"Auckland Islands, New Zealand region",earthquake,2454373.724699884,50.52795,23.76349,0.00242748360806,-59.32611357174666,0.8833731078073117,0.45065364951183373,-0.7597758457458448,203.0,60.0,98.0,6.0,30.0,75.0,-0.34293521742895583
usp000fshy,2007-11-14 15:40:50.530000+00:00,-22.247,-69.89,40.0,7.7,"36 km ESE of Tocopilla, Chile",earthquake,2454419.153362616,285.02843,-26.57009,0.00265950600004,29.19444625361448,0.7193221485535406,0.6279461970748962,0.3508673922992242,6.0,17.0,111.0,164.0,73.0,83.0,0.7638686147118299
usp000fuse,2007-12-19 09:30:27.930000+00:00,51.36,-179.509,34.0,7.2,"207 km WSW of Adak, Alaska",earthquake,2454453.8961565974,19.34028,12.52889,0.00245562118174,42.98668135175494,0.9249440848868479,0.6766078965504231,0.6306530856919519,269.0,25.0,111.0,66.0,66.0,80.0,0.9939880959951324
usp000fzau,2008-02-20 08:08:30.520000+00:00,2.768,95.964,26.0,7.4,"56 km NW of Sinabang, Indonesia",earthquake,2454516.8392421296,143.59631,15.07219,0.00254525926102,-43.62329331259258,0.7745368465679717,0.5606805933684277,-0.5343637327808518,296.0,9.0,69.0,136.0,81.0,93.0,0.22398694131885716
usp000fzx4,2008-02-25 08:36:33.030000+00:00,-2.486,99.972,25.0,7.2,"164 km WSW of Sungai Penuh, Indonesia",earthquake,2454521.858715625,201.57235,-13.84938,0.00267427781203,-73.75209249055455,0.6602888324124915,0.1847448218873777,-0.6339169448708973,331.0,9.0,116.0,125.0,81.0,85.0,-0.17870128468156027
usp000g1w2,2008-03-20 22:32:57.930000+00:00,35.49,81.467,10.0,7.2,"226 km SE of Hotan, China",earthquake,2454546.439559375,170.76022,1.72962,0.00261955537639,18.168159704082623,0.7467084854297121,0.7094816885491231,0.23282889817679378,1.0,47.0,258.0,198.0,44.0,-77.0,0.5419492389839232
usp000g3eq,2008-04-09 12:46:12.720000+00:00,-20.071,168.892,33.0,7.3,"71 km SW of Isangel, Vanuatu",earthquake,2454566.0320916665,64.11029,26.39245,0.00242880416344,-48.450177233392,0.8872840476671506,0.588509837939292,-0.6640249633058012,338.0,26.0,93.0,155.0,63.0,88.0,-0.10406321259956713
usp000g3q9,2008-04-12 00:30:12.600000+00:00,-55.664,158.453,16.0,7.1,Macquarie Island region,earthquake,2454568.5209791665,104.18512,26.31518,0.00248883293314,-26.58862096208442,0.838152836426819,0.7495124283622052,-0.3751417024817585,200.0,59.0,108.0,346.0,35.0,60.0,0.10391189301803644
usp000g650,2008-05-12 06:28:01.570000+00:00,31.002,103.322,19.0,7.9,"58 km W of Tianpeng, China",earthquake,2454598.769462616,145.49659,13.8053,0.00255706981719,18.957138774866376,0.8035882793574662,0.7600031446529949,0.2610542909784324,337.0,76.0,63.0,222.0,29.0,151.0,0.7352219161054723
usp000gazv,2008-06-30 06:17:43.020000+00:00,-58.227,-22.099,8.0,7.0,South Sandwich Islands region,earthquake,2454647.762303472,55.33511,24.84673,0.00241786170631,-9.70506770038679,0.9271272410232672,0.9138587176210388,-0.15629192325723623,54.0,66.0,3.0,323.0,87.0,156.0,-0.1304484025532576
usp000gcjg,2008-07-19 02:39:28.700000+00:00,37.552,142.214,22.0,7.0,"107 km E of Namie, Japan",earthquake,2454666.610748843,308.19724,-20.02477,0.00264953585766,-71.0798504803447,0.6791274228692925,0.22020714371906377,-0.6424351098345874,198.0,13.0,84.0,23.0,76.0,91.0,-0.20015535391048783
usp000ghyg,2008-09-29 15:19:31.590000+00:00,-29.756,-177.683,36.0,7.0,"Kermadec Islands, New Zealand",earthquake,2454739.1385600693,187.82148,-7.80953,0.00260675403096,-27.532959374740656,0.7296463634033368,0.6470103124702862,-0.33728544466789073,197.0,33.0,94.0,12.0,56.0,86.0,0.1048263080502938
usp000gnur,2008-11-16 17:02:32.700000+00:00,1.271,122.091,30.0,7.4,"135 km NW of Gorontalo, Indonesia",earthquake,2454787.2101006946,104.32625,25.28619,0.00242871194833,51.333840711166324,0.9613907156073335,0.6006592297773642,0.7506534471640322,273.0,70.0,92.0,85.0,19.0,82.0,1.0180038212837645
usp000gs2d,2009-01-03 19:43:50.650000+00:00,-0.414,132.885,17.0,7.7,"140 km WNW of Manokwari, Indonesia",earthquake,2454835.3221140048,3.06815,6.06698,0.00257491128175,-78.02216605720746,0.7377252782246844,0.15310253097133328,-0.7216634957803116,312.0,66.0,103.0,102.0,26.0,62.0,-0.4650458451374623
usp000gs3t,2009-01-03 22:33:40.290000+00:00,-0.691,133.305,23.0,7.4,"86 km WNW of Manokwari, Indonesia",earthquake,2454835.440049653,4.45712,6.75047,0.0025707017896,-59.139818038831585,0.7457472884171803,0.38252720179475397,-0.6401655708241835,101.0,26.0,72.0,300.0,66.0,98.0,-0.23404330062898354
usp000gsmz,2009-01-15 17:49:39.070000+00:00,46.857,155.154,36.0,7.4,east of the Kuril Islands,earthquake,2454847.24281331,175.91883,-2.51946,0.00253684348596,39.81252208469941,0.8362338753719756,0.6423477063628905,0.5354218135731552,203.0,52.0,100.0,7.0,38.0,76.0,0.8463952479304909
usp000gtnc,2009-02-11 17:34:50.490000+00:00,3.886,126.387,20.0,7.2,"196 km SSE of Sarangani, Philippines",earthquake,2454874.2325288192,170.54152,0.22445,0.00249349541338,85.981349002208,0.8973723891953831,0.06288893245416236,0.8951660108968648,171.0,33.0,68.0,16.0,58.0,103.0,0.960883037869141
usp000gu5x,2009-02-18 21:53:45.160000+00:00,-27.424,-176.33,25.0,7.0,Kermadec Islands region,earthquake,2454881.412328241,261.29069,-27.04844,0.0027053548014,54.36187336720626,0.693662054618318,0.4041718429943681,0.5637483191530085,3.0,81.0,42.0,265.0,48.0,168.0,0.720135612987621
usp000gv5p,2009-03-19 18:17:40.470000+00:00,-23.043,-174.66,31.0,7.6,"191 km S of ‘Ohonua, Tonga",earthquake,2454910.2622739584,281.29836,-25.43416,0.00270211779308,85.37195694180673,0.7022313774544494,0.05666078995633485,0.6999417564077011,23.0,41.0,94.0,196.0,48.0,85.0,0.728569674757179
usp000gxkj,2009-05-28 08:24:46.560000+00:00,16.731,-86.217,19.0,7.3,"46 km NW of Guanaja, Honduras",earthquake,2454979.850538889,122.49203,20.19232,0.00243793382045,-50.286393744881316,0.8763728296165709,0.5599588680589526,-0.6741479085277146,63.0,64.0,353.0,156.0,84.0,-154.0,-0.6799761907842524
usp000gz8j,2009-07-15 09:22:29.030000+00:00,-45.762,166.562,12.0,7.8,"97 km WSW of Te Anau, New Zealand",earthquake,2455027.8906137734,18.9299,13.67221,0.00257267479133,-43.34596293802478,0.7503858103122792,0.5456973375629711,-0.5150662870880802,162.0,71.0,73.0,26.0,24.0,131.0,0.012026363338623114
usp000h05x,2009-08-10 19:55:38.730000+00:00,14.099,92.902,24.0,7.5,"266 km N of Bamboo Flat, India",earthquake,2455054.330309375,9.24038,9.43149,0.00261826493435,71.37412835840135,0.771282238242385,0.2463377031466956,0.7308857824835516,30.0,55.0,259.0,227.0,36.0,-75.0,0.8269724165243405
usp000h152,2009-09-02 07:55:01.050000+00:00,-7.782,107.297,46.0,7.0,"66 km SSW of Banjar, Indonesia",earthquake,2455076.829873264,315.88799,-15.46535,0.00269863238557,-16.234754881874867,0.6638441611897797,0.6373728950419915,-0.18559327307732035,178.0,58.0,68.0,34.0,37.0,120.0,0.18461502243163394
usp000h1ys,2009-09-29 17:48:10.990000+00:00,-15.489,-172.095,18.0,8.1,2009 Samoa Earthquake,earthquake,2455104.241793866,317.01983,-14.88878,0.00269390535906,-45.66612201807683,0.6536520618629559,0.4567971217088678,-0.4675440167258985,306.0,22.0,244.0,153.0,70.0,-80.0,0.006542453782117014
